,Product,Date,account,inv_halflife_min
470,STF,2021-04-09,1268,103.39697640167903
471,STF,2021-04-09,126WID,95.21282705369076
472,STF,2021-04-09,126ZAQ39VIIU,314.6942209897779
473,STF,2021-04-09,554DBL6,378.06154089414485
474,STF,2021-04-11,042WY7UCV,878.8660106506641
475,STF,2021-04-11,12660HNF4CILP1,52.55182982369003
476,STF,2021-04-11,1268,219.8267601873059
477,STF,2021-04-11,126WID,167.0468384746768
478,STF,2021-04-11,126ZAQ39VIIU,62.29943298508955
479,STF,2021-04-11,554DBL6,282.8198769618276
480,STF,2021-04-12,042WY7UCV,140.81972464298516
481,STF,2021-04-12,12660HNF4CILP1,216.77962774350175
482,STF,2021-04-12,1268,55.81467479342018
483,STF,2021-04-12,126WID,298.6339539791641
484,STF,2021-04-12,126ZAQ39VIIU,34.97483071032483
485,STF,2021-04-12,554DBL6,422.86310274638004
486,STF,2021-04-13,042WY7UCV,81.03206563225147
487,STF,2021-04-13,1265MMDIKQ6M2QH,631.6751247837317
488,STF,2021-04-13,12660HNF4CILP1,42.7002229716421
489,STF,2021-04-13,1268,45.293709424910595
490,STF,2021-04-13,126WID,120.38144636099496
491,STF,2021-04-13,126ZAQ39VIIU,69.48061942292276
492,STF,2021-04-13,554DBL6,460.3803689705282
493,STF,2021-04-14,042WY7UCV,316.868004305573
494,STF,2021-04-14,12660HNF4CILP1,84.27307306583099
495,STF,2021-04-14,1268,173.11354442531993
496,STF,2021-04-14,126WID,1089.4971604745174
497,STF,2021-04-14,126ZAQ39VIIU,336.61463779638893
498,STF,2021-04-14,554DBL6,407.7008458100734
499,STF,2021-04-15,042WY7UCV,632.5675279652323
500,STF,2021-04-15,12660HNF4CILP1,46.98445618938984
501,STF,2021-04-15,1268,177.86705516108185
502,STF,2021-04-15,126WID,309.82532146083554
503,STF,2021-04-15,126ZAQ39VIIU,142.93173119415317
504,STF,2021-04-15,554DBL6,440.1490287842799
